level,player_deck_hash,opponent_deck_hash,games,wins,losses,win_rate,wilson_lo,wilson_hi,confidence
EXACT,f1b53d2f908f682e,9dfcab39e3ed21bf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b1513b47b94933fa,fb6542fd45093b86,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,45ba6b3928b96ea0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f459fe7a54523885,c1bdf4d2201556a3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8945c20fc38af9f1,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9dfcab39e3ed21bf,079a59b4e50730a5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,3654c8b86446be5e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b8e2515051817ff7,13ea47d998aa99fa,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,4fa2d13d3f52f835,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,b1513b47b94933fa,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c1bdf4d2201556a3,db7e43390449b177,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,74f419fc4f947422,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,14833e9b4c2389a3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0eb1f4f9633c4cd0,f1b53d2f908f682e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,45ba6b3928b96ea0,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b38095c5eca59f6,3fe56fcd5e43bce7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,05413f44dfa35d63,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,c5c2d4ee92fd71f5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,147595d71b360f2c,8c6a91def4dd5f6c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dafa1e6efd85150e,74338cad5e6dbc8b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b166b6b93aa1670b,dafa1e6efd85150e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,40fa447486e93faf,d9614beda9774552,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,884c0683209ead35,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,147595d71b360f2c,d9614beda9774552,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dafa1e6efd85150e,7c58f3915e31351e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,d8c9db09b2d04f55,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d8c9db09b2d04f55,7c0a454617fc9ab4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0fb452788ceca249,147595d71b360f2c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b20e3e96100a11d5,0b80f6a47f968786,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0fb452788ceca249,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,05aba4123d4ac622,69252ea384766495,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dafa1e6efd85150e,0078ce0f297a4597,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8ff1e185fabb8099,2b3108749e2032d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dafa1e6efd85150e,156485fe400622e4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0b80f6a47f968786,8ff1e185fabb8099,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,e69858a31af3698a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a38180053506b20f,07d37d40a18e4197,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,13ea47d998aa99fa,05aba4123d4ac622,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,07d37d40a18e4197,147595d71b360f2c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,478924c6d1995606,884c0683209ead35,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dafa1e6efd85150e,e69858a31af3698a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fc2cb03df5b2747,478924c6d1995606,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0b80f6a47f968786,40fa447486e93faf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b13b062a5e20bcf3,884c0683209ead35,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9d1dad39ec641aa0,dafa1e6efd85150e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,424b6ebe66ea61f8,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3371c6e0d2105401,7f16d36ae4847ce5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb85400b6df83aa3,910dcaefeb77a2f0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,74338cad5e6dbc8b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,94f469280059e654,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,74338cad5e6dbc8b,147595d71b360f2c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,fb85400b6df83aa3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,147595d71b360f2c,156485fe400622e4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,884c0683209ead35,6e15dd0f2dd6c299,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,ac5c7f212a5dd251,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dafa1e6efd85150e,b7d26f5c7d715607,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d2b031fb79e19d00,7c0a454617fc9ab4,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d2b031fb79e19d00,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,40fa447486e93faf,87b0ed2ad6405a26,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,7f16d36ae4847ce5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,8ff1e185fabb8099,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ac5c7f212a5dd251,147595d71b360f2c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa2398e69a3549ad,7d3dd55013032486,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,fa99a994b272cc28,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3371c6e0d2105401,46e13a8eb7e183af,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,156485fe400622e4,afaa4ac744b28ee5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fb85400b6df83aa3,875223feb861ca74,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6618cabff34b2735,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,fd97aba1b0111c21,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,74c27650b18b57e3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,147595d71b360f2c,c9d8794e26a87fa3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bf4fd9046cb2d210,c9d8794e26a87fa3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,07d37d40a18e4197,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,13ea47d998aa99fa,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,890af7220ecf499d,bf4fd9046cb2d210,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fb85400b6df83aa3,2da70d7f4cb16df3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fb85400b6df83aa3,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0fb452788ceca249,875223feb861ca74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,975a7d1f164387d5,c9d8794e26a87fa3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9d1dad39ec641aa0,3371c6e0d2105401,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2da70d7f4cb16df3,478924c6d1995606,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,afaa4ac744b28ee5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,975a7d1f164387d5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4941578511f48d1e,e3d8207f64216ae8,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7800c70ef460208a,7f16d36ae4847ce5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,16545c60396b882b,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2da70d7f4cb16df3,d9614beda9774552,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bf4fd9046cb2d210,9e430faa7c831500,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2da70d7f4cb16df3,c9d8794e26a87fa3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0065b4cfff358aba,d2b031fb79e19d00,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0065b4cfff358aba,9a8414bc1605d25a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6b960e3ec5086fd3,478924c6d1995606,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d2b031fb79e19d00,d9614beda9774552,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,dafa1e6efd85150e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3371c6e0d2105401,c9d8794e26a87fa3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3fc2cb03df5b2747,c24bf0ab54319e9f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,69252ea384766495,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bf4fd9046cb2d210,afaa4ac744b28ee5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,6e15dd0f2dd6c299,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c24bf0ab54319e9f,37f2032236fb6baf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37f2032236fb6baf,086aae342648ca9e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fd97aba1b0111c21,69252ea384766495,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,0065b4cfff358aba,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6e15dd0f2dd6c299,fb8f0ed22caee7b4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,fd97aba1b0111c21,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,20bd60dc632d10b8,c24bf0ab54319e9f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7d3dd55013032486,6e15dd0f2dd6c299,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8be72bbfa0bafaff,156485fe400622e4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d9614beda9774552,69252ea384766495,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,e3d8207f64216ae8,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2da70d7f4cb16df3,37f2032236fb6baf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a3f1d2935659226e,37f2032236fb6baf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,3371c6e0d2105401,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb8f0ed22caee7b4,37f2032236fb6baf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,d9614beda9774552,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bf4fd9046cb2d210,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b20e3e96100a11d5,c24bf0ab54319e9f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,9e430faa7c831500,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,45e8cc6322697f80,d2e1bedcf0288b4f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bf4fd9046cb2d210,d9614beda9774552,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4a12527f6d92c9a2,2d0a90fa804b68f1,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,69252ea384766495,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,890af7220ecf499d,16eb558bab120cba,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3371c6e0d2105401,147595d71b360f2c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,16eb558bab120cba,37f2032236fb6baf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,890af7220ecf499d,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,16eb558bab120cba,bf4fd9046cb2d210,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,424b6ebe66ea61f8,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3371c6e0d2105401,890af7220ecf499d,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,1e1aceae4b6358f6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8be72bbfa0bafaff,69252ea384766495,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7f6aeb19dceb3577,69252ea384766495,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,9d1dad39ec641aa0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59138a345c6b933a,3371c6e0d2105401,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,664b36fb6a71c47d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b20e3e96100a11d5,16eb558bab120cba,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,449ba799a24fb205,63cc39b3cfe59c37,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,478924c6d1995606,2603936f8d49f47b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,8be72bbfa0bafaff,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,8be72bbfa0bafaff,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,63cc39b3cfe59c37,14db4b34cc8fbbb7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0fb452788ceca249,219bb78661ad6ccd,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8907612d396f895a,d2b031fb79e19d00,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fc239cfea35c4828,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,5ef1f4c673271c4f,478924c6d1995606,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9726a91cb9cdbd95,fc239cfea35c4828,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,19e9a6845fd135a0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,5ef1f4c673271c4f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,478924c6d1995606,01f31cfad9010e89,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4c938c6bf506dfd6,219bb78661ad6ccd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,147595d71b360f2c,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,6320e3b35bf45d3c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,31075c9e53d1a13d,7f6aeb19dceb3577,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8417597ea8879a72,37e9db4920994509,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,1aab0237a6569b2c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,6f8d904a64e7ca25,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,16eb558bab120cba,219bb78661ad6ccd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,156485fe400622e4,7f6aeb19dceb3577,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,16eb558bab120cba,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,147595d71b360f2c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,19e9a6845fd135a0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,5ef1f4c673271c4f,c6970cfeed44b34d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,fbbd8ac1e662e82c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3371c6e0d2105401,1e1aceae4b6358f6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a6449dd6b7ace502,37f2032236fb6baf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,69252ea384766495,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fbbd8ac1e662e82c,8907612d396f895a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8417597ea8879a72,a6449dd6b7ace502,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c6fb751bd0d1b301,711c9c6119886c6e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7f6aeb19dceb3577,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,219bb78661ad6ccd,449ba799a24fb205,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8417597ea8879a72,fbbd8ac1e662e82c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,69252ea384766495,38fa8a4262f5f9e0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3371c6e0d2105401,dc00190f2a5ba462,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa0e3183d195e2d3,37fca0625bdfcba0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,6320e3b35bf45d3c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d4a88fa6447152fe,b20e3e96100a11d5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3fc2cb03df5b2747,1e1aceae4b6358f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,450b46f82d284492,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c4401e2db5bd7036,37f2032236fb6baf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f90d43e354d19683,fbbd8ac1e662e82c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,b5d70706436c5264,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8417597ea8879a72,f90d43e354d19683,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,69252ea384766495,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,478924c6d1995606,b5d70706436c5264,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,61f90c30a060ef40,0e05ea288ae6e6a6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,a1e9ec76aecc4e58,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f90d43e354d19683,8907612d396f895a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,16122d69e068716f,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,478924c6d1995606,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,69b44e61ab6725cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,61f90c30a060ef40,5ef1f4c673271c4f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,61f90c30a060ef40,13ea47d998aa99fa,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,890af7220ecf499d,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3fc2cb03df5b2747,fbbd8ac1e662e82c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a1e9ec76aecc4e58,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e06df914d47f033e,3fc2cb03df5b2747,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37fabc1f62f64d07,3371c6e0d2105401,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,147595d71b360f2c,478924c6d1995606,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37f2032236fb6baf,f90d43e354d19683,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fc2cb03df5b2747,61f90c30a060ef40,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b20e3e96100a11d5,cf827fff53a7d57b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,495b41c6bf629ba8,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,3371c6e0d2105401,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9a800fb2e1b7d966,495b41c6bf629ba8,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,495b41c6bf629ba8,b20e3e96100a11d5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fbbd8ac1e662e82c,37f2032236fb6baf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d2e1bedcf0288b4f,cf827fff53a7d57b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fbbd8ac1e662e82c,d2e1bedcf0288b4f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,88739802da194717,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bd0509fb088518b1,b20e3e96100a11d5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bd0509fb088518b1,1e1aceae4b6358f6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,478924c6d1995606,37f2032236fb6baf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,d818ad189e127a04,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,afaa4ac744b28ee5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,147595d71b360f2c,37f2032236fb6baf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bd0509fb088518b1,46b184ae9968549d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8907612d396f895a,bd0509fb088518b1,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c6970cfeed44b34d,37f2032236fb6baf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,abf375974152bc4e,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,abf375974152bc4e,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,61f90c30a060ef40,bd0509fb088518b1,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,88739802da194717,9a800fb2e1b7d966,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0eb1f4f9633c4cd0,bd0509fb088518b1,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,1e1aceae4b6358f6,14db4b34cc8fbbb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,afaa4ac744b28ee5,f90d43e354d19683,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bd0509fb088518b1,afaa4ac744b28ee5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,910dcaefeb77a2f0,0065b4cfff358aba,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,0eb1f4f9633c4cd0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0eb1f4f9633c4cd0,219bb78661ad6ccd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,219bb78661ad6ccd,d2e1bedcf0288b4f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8907612d396f895a,0173ceef418f1aed,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,61f90c30a060ef40,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37f2032236fb6baf,abf375974152bc4e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,abf375974152bc4e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,ac9855a643a150ea,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,afaa4ac744b28ee5,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b943fd9e7cc70064,0173ceef418f1aed,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,30d909f08c1a652e,c9a5452977af0b41,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,93554da5c89db39a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,93554da5c89db39a,219bb78661ad6ccd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,478924c6d1995606,1e1aceae4b6358f6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
